,qid,question_text,target
531777,681df3a608fce3d7d9cb,Why do women wear a scarf to cover face?,0
19202,03c2cfccfab6c0138ea5,"Why do Keralites hate Narendra Modi, despite the fact, that he has dedicated his life to the nation?",1
955006,bb2023a1f1d20e4df82b,Why are some siblings very similar to each other?,0
979881,bff5b205caf50e88ff0e,Why are Indians not bothered about the well being of their country?,0
938117,b7d9bd319c41b3400928,Why would you philosophize?,0
138566,1b20ad7120eba704620e,What is the easiest WYSIWYG website Builder like Mobirise?,0
536378,69105e3a3815debde6be,Is orbital energy defined by electron energy?,0
394664,4d534ce22d9be7794ecc,Should Persians start deporting Azeris and Kurds and build a fully Persian state of Iran?,1
788070,9a64fdb763dfbf25d1f0,Where can I find chippest A4copier papers?,0
916657,b39a539f03415d3f4729,Is the Hang/Handpan An instrument of White Supremacy?,1
500811,620daa0cb7a25c62f4c3,Why is there so much ignorance in the UK about Ireland and its historical relationship with the UK?,0
590057,739717e231d405cca79b,Why did the Electoral College make Donald Trump president?,0
339495,4282064c48ba864276dc,Will she ever come to Houston Tx?,0
563730,6e7010c8b628cb2e3d09,Does Odin require thay you believe in him?,0
638477,7d0f0a67d1c572924a57,What are some good recipes to cook with cayenne pepper?,0
190079,252ad12f2ef5e5737349,Is 0 an entity that exist or is it imaginary?,0
965031,bd1178bde8983550e159,What's the best diaper pail for maximum odor control?,0
667158,82a7c057cb3a9bfae746,"Why is it that in access networks, the amount of traffic sent over time varies significantly as compared to core networks?",0
369930,48885dda189d666b6923,How can you board a cruise ship?,0
886339,ada88ff70291d42c7d7f,How much mAh is in an iPhone 7 and iPad Pro?,0
943534,b8e7e64e03fc41176be6,How is a Remington Model 870 manufactured?,0
525969,66f84e849329c7034ad8,Do you think Lincoln would recognize the Republican party as it is today?,0
400184,4e6667c556cbf63525f9,How can you describe the difference between humidity ratio and relative humidity?,0
950346,ba39fad83216fe571407,Which current auto engine give.AC/DC and how much voltage it gives?,0
491588,60445d490ee60eabe5b4,How should I prepare for both boards and JEE (Mains + advanced)? I Have one year left 12th courses completes in November.,0
289893,38c7c19f7d3c9a4efea4,What are some less known facts about Sindi Dlathu?,0
303693,3b78c529a2d3fe6c0dc8,What are the charges for money transfer from Airtel money wallet to bank account?,0
653967,8018813e71e94e8fb661,"What Japan Rail Pass, if any, do you recommend for commuting to Kyoto, and Tokyo, from Hiroshima for 7 days?",0
518032,656fb3a1b6e940dfeb7e,Is it fair to write off corporate loans?,0
129237,194b1ee7e70144c82897,"Now that it is 2018, what will America do without Donald Trump?",1
147225,1ccb22c237cf2a249f96,Which are the best CBSE schools in New Delhi offering humanities for class 11 and 12?,0
277644,36572480aaf66c3c0352,What will happened if your old account change a new number?,0
610074,77779e9993ca49b5764b,Which is the best site to learn Java language?,0
445609,574ddccf84acf8ac7c60,How would you describe your experience in Mensa?,0
551179,6bfe89c14c9a5586059d,Why are kerosene burner prop job aircraft illegal to operate in the states?,0
140043,1b6bd10fe14435391beb,What is your view on need of one common language in India? Which language according to you a suitable candidate and why?,0
89406,1185920ce850783d3825,I have been accepted to SSP. Should I go there?,0
737997,9088db42f6ebd0b0d0ac,What should be your motivation when going to work every morning not just to pay the bills and finishing deliverables?,0
108328,153425a23d3f334765c8,Which day of your life would you never forget?,0
212056,29779fa09b6e654f6c58,"What is it called when a flag has a triangle on the left side like Sudan, Cuba, Zimbabwe, Palestine, or Mozambique?",0
955300,bb2ee32ba749fa195e47,Can I save my entered data in Java program and load it later after closing the program without using SQLite?,0
975375,bf16b23767a44cca92fb,Who are the more superior Brahmins?,1
785888,99f4a02447ac2bd9b6cc,Why is copper used to test for reducing sugars?,0
60303,0bd6f2e979e3904f55a8,"Why do Asian countries like Japan, Taiwan, and Thailand have street food that sell up to hundred of US dollars, especially with seafood?",0
397284,4dd422f15ae7cdd7dcb9,How I identify the primary and secondary winding of transformer?,0
761582,95355b48c27088614bd6,How do Marxists misunderstand profits?,0
34254,06b2ccecc48dccc73590,"Christians are always asking how atheists know how to do the right thing (not murder, rape, steal), to which the answer is empathy. As Christians have trouble realising this on their own, do they lack empathy? Or do they assume atheists lack empathy?",1
90734,11c702b6df5ec64da62e,What happens if we eat bitter ridge gourd?,0
579051,7172be7585802a1c4760,"Why does Sweden, being a supposedly a feminist country, have quotas in jobs to help women (such as in corporate boards) but none to help men (such as in teaching jobs)?",1
648771,7f0faabdab552043031c,At what temperature does dry leaves catches fire?,0
373257,492b5df1d104ae471f72,How are the units of angular displacement measured?,0
119118,1752654d40404bf07949,Why are Xbox Ones so expensive?,0
843468,a54d373cdd843511afa2,Is gynocomastia in male candidates an issue in clearing navy medicals for entries in which females are allowed?,0
1012069,c652d159bb28f962df4a,What type of liability insurance do I need to buy if I'm going to have my staff work as personal organizers and handymen in people's homes?,0
1041614,cc1925d1c3e1d37245fd,How much is one HostCoin worth?,0
333301,4153959c3634ea0379e9,"Which board is better, Haryana or the CBSE board?",0
701295,89511cfb2797274f64a5,"Is Barack Obama still the antichrist, or is it Trump’s turn?",1
111076,15bc16587523bd557060,What kind of fraud detection algorithms run in real time in a developed country's credit or debit card network? Is the Indian government also planning to do so?,0
261809,333d628887e119fe1090,"If I am not an architect, but an engineer otherwise and in the construction space, will it help me to pass the IGBC AP test to start a career as a consultant?",0
1039718,cbb93414256b1df44c25,Why do some church folks appear so uppity and rude at times?,0
650810,7f790b825e506307cbe1,What must be the angle with respect to the incident light at which she should place the mirrors?,0
33387,0689990ef7a9dad4eb9b,What does it mean if someone sets a good moral example?,0
835551,a3bbefb0549590f32a24,Why do I feel bad after masterbating?,0
792703,9b545c1978a278408e0b,Is it possible to produce an autoencoder with binary neurons in the hidden layer? Are there any interesting references online?,0
858682,a83d2efd899e43a565e9,What if I only snorted a 6th of a gram can I pass a urine test in two days?,0
99027,1363451ac790f04aa31d,What are the reality of preparation that UPSC toppers are not telling us?,0
734299,8fd00bd5eea2e49288b4,"Why do low income, middle class Americans and minorities vote republican?",0
67813,0d4b3c4a61c25b5ed992,What is the difference between darkweb and deepweb?,0
428644,54030a5636fa9ef28327,How often can the most common sniper rifles shoot until the wear decreases accuracy?,0
391231,4ca3186ec0281ebe42e8,"Three charges 2q,-q,-q are placed at the vertices of an equilateral triangle . Is the field at center zero or not?",0
117696,17098d72f03e7ebc31d7,What is jungkok's attitude?,0
1042590,cc4aa5ca640fa80cd9bd,What are the most useful apps that you use that not everybody could be interested?,0
562904,6e47329dc1250cbbb824,What is best in Canada to buy?,0
1043119,cc64f624859fa36b1de1,Would you realize it if you were teleported one second into the past?,0
762359,955c15ef792e1d7156ed,What are the best ways to feel a sense of accomplishment in making the world a better place?,0
226102,2c36c8cfe2443f033563,How do I become more independent as a teenager?,0
627755,7af08080d85047e8ff4b,Is eating honey one of the best cures for coughing and sour throat?,0
273902,359ce286796bd9353944,"What are pros and cons, of India joining South Asian Union?",0
602925,7615084386b44f36f05e,How can I top up my phone without scratching the credit card?,0
923882,b50f724d91908832809f,Was Saint Luke the Evangelist alive at the time of the Virgin Mary?,0
749333,92cce0e50295d09dab07,What skills are needed to become a football referee?,0
406450,4fa43ff923d0bed1eda7,Is Yelp talk a good place to share consumer advice?,0
97780,1324503f20a38465c418,How can I be good at listening to people?,0
244028,2fbade954c10ee950d17,Why do so many people who haven't smoked crack think we live on a ball?,1
590035,73962c8b109f7f47646b,"Is the heritability of the ""g factor"" (psychometrics) a racist concept?",0
581400,71eaef154d1a7c5c47d9,"If someone hypothetically wanted to cause problems to a community in Google plus for personal reasons, how would they go about doing that?",0
787841,9a59138d627b35c6ac05,Is it possible to earn 5 lakhs pm in share market?,0
725808,8e1ce8cb8fce50e3ed98,What are the rates for advertising in PVR Cinemas in Mumbai?,0
140860,1b95342bf29fc948c89b,Why do plants have different seeds?,0
984459,c0e176104e793b7e3eb2,How does a supply chain in pharmaceuticals industry look like?,0
320192,3ebf9bafd15a28cf11e6,Is there any fetish about liking food that has been inside someone elses mouth?,0
252162,3159df2faef056e6b67e,SIP returns can never go down the investment amount? Why?,0
771395,971e98ea6a7dbddc0439,"How do I create variable size shadows in Photoshop (or Illustrator, Gimp, Inkscape), like in Eiko Ojala's digital papercuts?",0
500822,620e3e9c678506c4cd6d,How can you setup your wireless router at home to monitor all traffic? And can you set this up on an Apple Airport Extreme Router?,0
324553,3f9bdf3cd706d8a19b38,"I have my chemistry exam on Monday, syllabus is huge and I don't know anything, what should I do now?",0
138605,1b22d21b9d6aa66cff37,How can I treat back pain in between the shoulder blades and spine?,0
942332,b8ad35a66fe8ca601bc1,What one food recipe will be around thousands of years from now?,0
969865,be087a3aedabe3e2d677,"The yoga world is so big, where should I start?",0
570836,6fd9f2b9ad0f8b4c06e9,Is there any Bangladeshi citizen living as immigrant in Iran or Pakistan?,0
1013577,c69face35298b357f101,What is the best way to prepare for bank exams specially IBPS?,0
181459,23760f4007ee90a9dd3e,Will there be a new registration after the 2nd counselling too?,0
781209,990845ff278333ae18fa,What happened when you got into a political dispute with a stranger on Facebook or Twitter?,0
210601,292da1eb48f63f7f23b5,Why are people these days so obsessed with the villains in popular superhero stories?,0
991103,c230f603d571988a67c7,Is it rude to out someone as having voted for Trump?,0
18635,03a63a8447ecf01ecc97,Do long-term affairs ever work? Do they ever join their lives and live happily ever after?,0
756660,943f2c7219006c072090,Is it possible to change branch in RV college from EIC to ECE?,0
1006344,c535147cb2c97f1574c3,What is the best and Affordable advertising outdoor LED screen in China?,0
938141,b7dae70899cfb88f658c,What was the biggest translation fail you have seen on an App?,0
1034286,caac1bbc26cb22d0a6b3,"How much would you pay for an extra day of life, or to buy back a day spent?",0
658674,810566af85eb779fbdff,Why do I match with guys on dating apps yet they never message me to ask me out for a date?,0
491837,6050699c748f0553bec8,"What is the procedure when one lands at Chicago airport, USA and what documents are required?",0
279426,36b165db57deffd13924,"Looking for music video with following scenes: Truck leaking oil, female soldier missing leg, song is sang by a male singer with guitar?",0
205824,284046b59623799dc5b6,How do I prepare for my medical entry test?,0
732663,8f7f86cdef6dfa460014,What is the present health condition of Shashi Kapoor?,0
527787,6754b1d998b7433090e6,How can we create a new country with new rules and with new people in a new place?,0
36760,072ff348aa4e5d67bf6b,Why do Germans compare euthanasia with Nazi Germany's gas chambers?,1
647934,7ee6252dca2730a745c9,"Did anyone stop eating junk food or limited it to minimum? If so, what changes did you observe and how did you do it?",0
648387,7efd47a3768ccdc6ecb0,Where can I find Magoosh promocode for MCAT?,0
475867,5d2e823b905eef10a461,Why cannot evolutionists produce a single missing link but instead invoke their great god Evononsense as if it explains evolution?,1
887911,adf689535869ca413872,On what ideology will the two Korea's will reunite?,0
461623,5a6571301dea3946ec81,What video game has a thread every Monday for gamers to bash the game?,0
954358,baffab8ccc7cfca1385d,How do I get rid of big belly and belly fat?,0
661967,81a8c819ff619a56094e,What happens if we stimulate the brain all the time?,0
207591,289855cfc2dcb5ffeb2f,What does it mean when you die to protect someone in a dream?,0
888700,ae1c4270805fbf945686,"As a technical co-founder should I be offended when my non-technical co-founder introduces me as ""My tech guy""?",0
123955,18432b561832d47c9a35,What distances do seagulls fly per day?,0
625794,7a8bb8098903d0e25583,Why did evolution not done anything about sexual voilences on women?,0
160112,1f4f6c70f1204c9e5518,"What does “clean your hands, and wipe them in the dirt” mean?",0
1039201,cb9ec6746cfd26f45686,What are some good and safe hotels/stays/rooms to spend 2 days with girlfriend in Chennai?,0
531860,68222ba73e501050504a,What causes circular bruises?,0
970397,be20cb68b08d3051f500,Why is that coupling length for TE mode is larger than for TM mode of an optical coupler?,0
380292,4a899c9cd6657e1bd62d,What is the best and safest way to find a male escorts?,0
341165,42d47015d9f07600ebcb,Can it break your fasting when you think of pronograph?,0
822476,a12ab8f2265aacc11b85,Girlfriend isn't as affectionate as I am. How do I (or can I) fix this without resulting in a fake/forced display of affection?,0
383839,4b36bd136616318ec7bc,Why most of the Indians hates Gandhi family?,1
198390,26c792c1b057e1c48fb3,How many times did Kalpit Veerwal revised his resonance material?,0
403416,4f0bd804d07494b014be,I want to install ABS on my FZ25. How much it will cost me?,0
747335,92662b4ec64511989543,How many exoplanets have been discovered this year (2018)?,0
816528,9fff7eef8f555357cb67,Could you recommend a future fantasy art book?,0
201956,2779295342a047bbbcfc,What alphabet is used in Belgium?,0
461148,5a4d203baf5728a14b2b,When will the Yen replace the dollar as the world currency?,0
139521,1b50c8856950c096fca2,What is the dumbest thing someone has said to you?,0
9723,01e63a230ee396f7d505,In all the Harry Potter movies how many lines did the main child actors have to memorize for the whole day of filming?,0
116200,16bd3d769b755cc8c810,"How can you forget a person you have been loved for nearly seven years, while unfortunately, he or she didn't have the same feelings to you?",0
950681,ba49c692905441088bc1,"Is anybody aware that somebody protects themselves with a gun everybody 41 seconds in the U.S.? That is 769,000 times a year. This is a matter of record.",1
465761,5b3432aa50c9cac18e8a,Why would Trump and Republicans divert responsibility for mass shooting to mental health when it is they who made it easier for people with mental problems to get guns?,1
728728,8eaf99cbced450901704,"Does Quoraa realize it has a legal obligation to report some things, such as threats to the President's Life?",0
115044,1683258029ad48d80fb2,Why do people eat chicken with onions and lemon?,0
115752,16a744c6a37bb8125b31,"As a software engineer, what can I do with my skillset on nights and weekends to tangibly make the world a better place?",0
587997,732ed8d9c94e63197e61,"In todays market, where would $25k be best invested for a short term return like 2 years?",0
732957,8f8e14bcffa85992ddf0,What are the most significant emerging trends in cybersecurity in 2017?,0
321671,3f0a85464ec986cc7095,What are some really important values/customs of the Brits that could and should be taken up by Indians?,0
14551,02dcfca27ced174255ca,What are some disadvantages of hydrogen?,0
1017592,c767053393409f5e1a16,Should I apply as undeclared or as a specific major?,0
658104,80e8d23142bb1b05f017,"What do you think the perfect woman would look like, including eye color, hair color, hairstyle, skin color, etc? Note: only for heterosexual men",1
417408,51cc2d93317af602e648,What should I do if interviewer gave me a blank paper and told me to signature on that?,0
646847,7eaed7ffda04beba4247,"Two +ve integers, one of which is surely even and other number is a 2 digit number, are written together. What is the probability that the resultant number is even?",0
536386,691080dcd8e2cee5abf5,Is thete any effect on other accounting standards after issue of accounting Standards 10?,0
15569,030e4f0d5fc486bc3f85,How are you be honest?,0
734680,8fe44c7a8d1acd497e23,I want to own a successful software /App Development Company at 35 years. What do I need to learn?,0
377635,4a06ad62ef9bbf6db813,How do I load money sent through western uion on my wy card?,0
410000,505a2798877d088cfeeb,Could a person be an assistant director after completing mass communication?,0
346150,43d1345b1df1d8eafaea,Why is Nvidia stock going up while Intel is going down?,0
314433,3d9d794596b03c5c6f6d,Is there a free version of 3D Max?,0
734095,8fc69d1d3394efef792d,"What's socially unadapted personality? I've heard about it, but couldn't find any additional info, is it known under a different name?",0
621114,799fd842ec2a7c4ced43,Is dogma cause of wars?,0
643024,7df1129969e892170976,How do gas boilers work?,0
893736,af1c368e4fccc029f541,"I like a girl, and the girl likes me but neither of us wants to ruin our friendship?",0
476659,5d57f8a39364229e5e63,How do I know which appliance is beeping?,0
602986,7618576cf6fc34c54047,How can I evict a tenant without having a signed lease?,0
564371,6e92935a2ef84bdc34ac,What do you girls think of guys love being humiliated by you?,1
994156,c2d29a6a8e441649702b,How do I to quickly grasp the concept of a topic?,0
40778,07fa9b0199a2d6de7f44,What are some good armor in ancient Egypt?,0
260048,32e685c7c13974357d8b,How do I add a sticker to a comment on Facebook?,0
171089,216ebe0ec0a042d54709,How is Python or C++ used in Quant?,0
49127,099e2c5c125c1a4ec664,What are the worst playoff losses of all time for each NBA team?,0
224766,2bf53f0c189cd4ddae1f,Is it safe to get pregnant at 40?,0
974902,befdc177e92afcc5b1eb,What are some ways you can make your own pageant cupcake dress at home?,0
929835,b6399396cb57451c1e69,What are some tricks used to block your number off a cellphone?,0
542147,6a3880f342649eb93b26,What is my WhatsApp id?,0
231280,2d3c3e012c4801471a91,Does Charlie Kaufman have an IQ of 165?,0
359959,468cbe6c0dc3adb1f111,What are the basics to be known for selling engine driven dewatering pumps?,0
773252,977ab66c1dabd827dd5f,How many eyes in total 52 cards?,0
936678,b792665b476e06465a5b,What are the conditions under which real gases show ideal behaviour?,0
353045,453159f3b170d8b64eae,How can I get really rich as a teenager?,0
469642,5bf67362c39f87943d67,Why were freedmen used as advisers in Ancient Rome?,0
235979,2e29b02604dd250199e7,Can pedophiles be sexually attracted to their younger self?,0
414075,512203f4dad7b3c1cebb,What is considered the greatest folk album of all time?,0
516129,650df364ea6991c33fe9,What does the formula ksi mean?,0
1024782,c8d2cd9627126f26f2a6,Which matrimony site is the best in India?,0
290039,38ceb963c966c8b12c4c,Is C# language going out of market?,0
980528,c014ad8fe61959545692,"As an American conservative Christian, I believe Europe fell to the evils of universal healthcare, atheism, and gun control. Why did my German friend laugh when I said this?",1
577086,711176aa63de7752985f,How can I tell if a guy likes me or is flirting with me?,0
915747,b36d917224ef7fd1c388,What are the benefits of adding spinach to lasagna?,0
394532,4d4cefb1dec6b1fd9cc7,Can I create a Tron fandom website without getting sued by Disney?,0
27857,057384c7a3e2103885a4,Is there any best gaming laptop with a 50k INR tag in 2017? Will it be better than a gaming PC of same price?,0
543906,6a8ed24546f15750223b,Can smart cities be more inclusive?,0
127315,18e96393f9b358b83925,In which season atmospheric pressure is more?,0
332749,4138f65d84eb16f56054,How did Savoyard become Savitar?,0
91767,11fbedfa8dc950a7ff06,"If one's face looks more like one part of the parents (apparently), does this mean one's brain is also more like that part?",0
962245,bc8705eae3ed230a9f09,What is the number of molecules in sulphur 16g of solid sulphur?,0
254146,31bd2402de95826b14f6,What if the umpire interferes with a thrown ball?,0
749186,92c584f638a11e448432,"Will there be a season 2 of the Brazilian Netflix series ""3%""?",0
564676,6ea1e72d91f3465cb43d,How reliable is the 6.0L Powerstroke if left stock?,0
830080,a2ad3b28474144950667,"What's your experiences living in Tasmania, Australia?",0
606199,76b4946e03e4b3acb6e9,Is Babu Banarsi Das University good for engineering?,0
764313,95bdcc4d0afb87547b29,"Why don't ethnic groups merge their culture, traditions, language etc instead of fighting to the death to keep their culture even though they can't control cultural change?",0
748798,92b2b30883716e3d3226,Is tiredness a reasonable excuse for taking a day off from school?,0
45259,08dcde1558d790d995f6,Is it appropriate to offer free university tuition to refugees?,0
162347,1fbda705453f744bbe15,Should public sector banks need privatisation?,0
681468,85778d7e995bcb3fc675,What factors beyond our control impact our health?,0
32958,06744f8ae7485f554d05,What is the effect of kernel-size in Bandpass filtering?,0
149629,1d42a74c969a5e725c2d,"In what ways is Quora a shame-based, deeply manipulative, criminally bullying place in dealing with objectively true, proven and unignorable criticism (though all of this sort would obviously by nature be infinitely easily resolved/avoided honestly)?",0
224642,2beeb2fcbf2bb5ae40b0,Do actors ever feel less interesting in real life compared to the cool characters they play on stage or screen?,0
1034542,cab97aa6751787c66d55,I have found a bug in Yahoo and I want to report it. Whom should I contact and what's the contact address?,0
254283,31c2ef24d8f8d5233842,Which are the best colleges/universities in India for B.Sc Human Biology?,0
1009117,c5bc7ca032a39ea09752,Are there any trade paperbacks of Jack Kirby's Etermals?,0
145620,1c7d64c22ae8a5aefd38,How do you breed a German Shepherd/Malamute mix?,0
189456,250c2aece6649ee1ed05,Do you have to give a reason to get baptized?,0
402865,4ef0f44fd2ddf206a15d,"Can a happily married man pursue other, younger women, just for the sake of it?",0
548621,6b79f620ddc0c4d64428,What is the population of Deoli?,0
554842,6cb65fadc1d156b7656d,Why do some people enjoy biting their toenails?,0
111968,15e9a3c0d9e95328306d,How does an athiest child feel studying in a Christian school?,0
766094,9615cf10ec547a4e4ed7,How many eggs do entrepreneurs/millionaires/billionaires eat per week?,0
620576,798733399080b7e9b5bb,"If we should cut the corporate tax rate because all other developed countries have a lower rate, why shouldn't we have the higher personal taxes that those same counties have?",0
420133,5256666ac51fc06f7c40,Did they delete your answer about the women equally abusing a man?,0
684577,86164eb74e6d7af960a2,How do I get out of the pull of two opposite feelings? Whether to hold on or to let go?,0
84122,107823e42c4ebbcab73e,Why is that my Instagram can send massage to my friends?,0
870619,aa94de762d3f0bd253ee,Where can I donate the old clothes Bangalore?,0
901578,b0a733890328fcef425b,"In 2014, I faced a cheque bounce of 3000/-. It is uncleared, I shifted to other part of state, can I still apply for new passport?",0
1001927,c45b946d6cc679bff070,I had one of my finger amputated. Does it make me ineligible for IPS?,0
914029,b319a60a532a9f8c1de2,Can I install freenes software in Ubuntu?,0
844745,a589c57b5ddaf6ca42ae,Is it possible for youth to make a political party in Pakistan and win elections?,0
531774,681dda5bff9b9ac0c763,Why is Manaphy called Prince of the sea?,0
304162,3b924459ed0c658b1cff,Will I still a message if I have ignored it?,0
33787,069dbcf3567bb17cca8f,Do you think there is a limit to how powerful computers can become?,0
639754,7d4e7b6dd28f44e1424e,What percentage of German and EU policies are pro America?,0
675114,8436eae0adbf22a07268,Why is it good to have the narrator playing varied roles?,0
765706,9602e062d2598b1235e0,Why is President Trump allowed to lie so blatantly?,1
553569,6c777599f52402c191d1,Is the song Alternative Ulster by Stiff Little Fingers written from the IRA point of view?,0
516457,651fa72527638fbb9023,How does Izanami work? Is it unavoidable and can it be countered? How fast does it work?,0
258637,32a02d35549d5e0f203f,Why were most Islamic nations ruled by Persians?,0
1044738,ccb6e12d48729dbe370a,What is the mass of sulphur if 6.4kg oxygen is given?,0
237179,2e657a289e4695c9a669,Who owns the copyright to images created by a Generative Adversarial Network?,0
498016,61817323ca45a72c9f6e,Can the NVIDIA GeForce GTX 950 played AAA titles with 60+ fps?,0
680698,855012f1c0cf93ed7fe5,What is the area of the region enclosed by the two curves (y=e^x and y=2+3e^-x) and the y-axis?,0
91326,11e423caeb07907425b4,Which pet is the most sensitive among others (dog-cat-horse)?,0
156349,1e9707a3b9dbf90b3b6c,Who gets to decide what's right and wrong and what rules have to be followed? Why do we just blindly follow things that we are told without giving them a second thought?,0
228377,2caa538301a80005a434,What are the chances for foreigners to get a job in the biotech sector after completing Swedish MSc studies in Sweden?,0
131240,19ad4c3248d102ac0192,What are some inspiring quotes by fictional charachters?,0
337144,420f8e3ee365525e5d42,Is it wrong to blow a horse if the horse seems to enjoy it?,1
569841,6fa7e0ad99cf414ecc1e,What is the reason most people say 'This moment in time' rather than just 'This moment'?,0
275895,35ffb77f063b83edc8ad,What are the best apps for teaching science related courses without posting ads and in app purchases?,0
629076,7b301e8701e715ee8b0c,If 7/8 of radioactive sample decayed in 12 days. What is its half life? How do I solve it?,0
106202,14cbc57ac52bb8008de8,Why are Tamils so conscious and assertive about their Tamil identity?,0
294985,39c32260ac76d2aa4acb,In what ways does the modern feminist civil rights movement differ from the modern black civil rights movement?,0
306653,3c10a52af132e43941d9,Where is the energy from the sunlight trapped by chlorophyll?,0
468516,5bbfeb39f67fd2d04eb9,How do I create a political party of young people?,0
121660,17cfb3a20108d5887324,I want to look hot. How can I look without spending too much?,0
554899,6cb90d6752c176aa8be3,What is a costume called when it is a crossover between two characters?,0
234692,2de8b766eb9efc414681,Why are elite universities surrounded by poor communities?,0
538690,6985e9a6b84d1c9a7cd0,How are Giemsa stains used to identify mast cells?,0
866340,a9bd33818df8329dc553,"Who would win, Thanos or Darth Sidious?",0
837973,a43664949c0045c52c6f,Does a guy actually mean it when he said he likes talking with you?,0
639819,7d51ea5b528155211891,"If a girl hits me, do I legally have the right to hit back?",1
606260,76b7364b0221ab5acb73,Wha are some tips for conquering AP Chemistry challenge problems?,0
763028,957df794d0efff15aac2,How did I do my best on Fiverr?,0
613416,7822100c0548eba4ddb9,What is the recipe to prepare mambo sauce?,0
484505,5ee051e3612c6d5662a2,Why am I not feeling motivated after reading so many motivational quotes?,0
142853,1bf5037fd96967068255,"In the Marvel Cinematic Universe, what is Odin's power level in relation to a Celestial?",0
14128,02c7b68b96117240bf5c,What are some principles in glass working?,0
215347,2a1eed30e9d35cb5552f,If I kill 100+ rapist will citizens support me?,1
755610,940bcd465f1edaafb105,What is the best book on practical water harvesting?,0
907133,b1beb28e9e0fe75c557e,Why does the national media in America only mention the residing state of the subject when they live in Florida?,0
73802,0e756b4ee1a0c2219879,Is Singapore in range of North Korean nuclear weapons?,0
107638,151489e837a6f3017007,"Why has USA shifted its embassy in Israel to Jerusalem, despite the sensitivity concerned? Also, how would it impact its dynamics with Saudi Arabia?",0
102241,1405ed690c6eac76e735,What are some side dish recipes to cook pork tenderloin?,0
495101,60f2af1664e327d91926,Who was Eric Portman?,0
706089,8a422b8a5c52cb98e6e1,How should I make best notes for UPSC exam?,0
820425,a0c1d461a5bb39c6e2da,Why does my girlfriend continue to lie and hide things from me even about small trivial matters. Especially when she knows I know she's doing it?,0
988057,c192450bd761f4bbe51b,"What book can you recommend, based on a true story that you could not put down?",0
921957,b4a9634d606961b879d2,Is Steve Bannon the de facto President?,0
235587,2e16d015359bc7ec9902,Was the American Revolution a result of the Enlightenment?,0
909856,b24626d2bea9712b70b6,How was IDaaS developed?,0
314819,3db10905335b219b6694,"How does Hulk learns the difference between his ally and enemies in Avengers all of a sudden, as he had just attacked Agent Romanoff (his ally) a scene before?",0
726783,8e4e8f586458d3a89de4,Is Python a good language for CRUD type web applications?,0
832063,a30d2e4aec6f222d31bb,Is the truth important nowadays?,0
473791,5cc847e7da2073368397,How do I get a job in Java as a fresher and what amount of knowledge is required?,0
281278,370e894c41ccec996ad2,What is the biggest mistake made by an Indian PM?,0
819420,a08f0bd60d115880661e,What should be my preparation strategy after November for JEE Mains and advanced as well (I am a dropper) ? Shall I focus only on JEE Mains in the last 3 months?,0
171414,2180c1f3012902184a1f,What are your views about Jerusalem being the new capital of Israel?,0
870572,aa91ac3c5c7a7ba9ca8f,How 4G Works in Pakistan and China?,0
716445,8c3fc0e9c0be55d0df4c,"I really wrote a wonderful poem, what should I do to get it famous?",0
921327,b48a5d0f52fdba4ee64b,What is the coding scenario for ADP Java experienced asked in the first round.?,0
787383,9a42825d2a717d3d3b19,What is the best way to approach a professor for PhD research opportunity in his/her lab?,0
386381,4bb41b74e17643a7c939,What is the relationship between national identity and foreign policy?,0
986265,c137d4ab65239eee6b6a,What are some characteristics of the most famous landforms in Israel?,0
151041,1d8a2b1af6b2e3af1a30,Can stunted growth be recovered at 18? I suffered from bulimia and insomnia at 12 to 17 yrs old.Doctor predicted I'd be around 5'4 but I'm still 4'9.,0
419491,5237813057c4c658e033,"What kind of woman attracts younger guys up to half her age, yet men in her age range won’t make advances?",0
389579,4c4fa3c51a91a4738a37,Is it possible to switch into the consulting industry after an MS in business analytics?,0
488470,5faa4246cafc4e8de194,"When a volcano erupts in Hawaii it creates more islands but there's been more eruptions lately, so why have there been no more islands appearing?",0
623868,7a2c170e6aceba86187e,Why is Crimea important to Russia and Ukraine?,0
724141,8dc6364a0779cd06422a,"Why is black culture so involved with crime in the media when most black people are good, honest hardworking just like the rest of us?",0
648415,7efe732bae648c9a7ad9,How can I stop thinking about suicide and just enjoy my life as a teenager?,0
377690,4a09d3e62baadf84584d,Is Hillary Clinton a serial liar?,1
716785,8c531603d9d179cdc006,What is the government good for?,0
1000338,c40a3cac794afff97b8d,What are some incredible examples of diplomacy that changed history?,0
404694,4f4f8ae495d4ffb2ecac,Why should you consider using steroids when exercising?,0
666520,82866a74601dbfbcd796,Is there any other cricket tournament for women except the World Cup?,0
870443,aa8bb04377d100944217,"Why did Ronald Reagan say ""we are facing an alien thread from outer space"" while the US government has always been covering up any ET incidents?",0
79426,0f8d9a8afdb0d9783299,How do I book a perferred seat?,0
649615,7f38f010ae5c21e6a0ba,What is an average CPM for a website banner?,0
825234,a1ba0cfb26c14ba4a9e4,Can we place slab roofing with 5-inch thickness over a 15-inch thick load bearing brick stone wall?,0
674496,841a477e70997ac2487f,Why do my legs get swollen and painful after eating wheat products?,0
1034515,cab86666e8e0933fd40f,"Why are Muslims too cruel to dogs, I saw videos they set so many healthy looking dogs on fire alive?",1
529698,67b6960624e223d0a4d0,Is there a way to avoid death from entropy near the end of the universe?,0
